code,name,sector33,close,pct_from_high,ret_1m,turnover_value,脱落条件
36450,メディカルネット,情報･通信業,244.0,-0.2606060606060606,-0.012145748987854255,1338500.0,押し目ゾーン(-15〜-5%)
36480,ＡＧＳ,情報･通信業,1010.0,-0.34627831715210355,-0.09579230080572965,16586400.0,押し目ゾーン(-15〜-5%)
36780,メディアドゥ,情報･通信業,1217.0,-0.37939826619071904,-0.0883895131086142,42812100.0,押し目ゾーン(-15〜-5%)
36800,ホットリンク,情報･通信業,211.0,-0.42349726775956287,-0.032110091743119296,2457600.0,押し目ゾーン(-15〜-5%)
36940,オプティム,情報･通信業,406.0,-0.37054263565891477,-0.019323671497584516,20710300.0,押し目ゾーン(-15〜-5%)
36950,ＧＭＯプロダクトプラットフォーム,情報･通信業,1465.0,-0.47092813289996394,0.02375960866526894,7563700.0,押し目ゾーン(-15〜-5%)
37790,ジェイ・エスコムホールディングス,情報･通信業,130.0,-0.6821515892420538,-0.015151515151515138,4053200.0,押し目ゾーン(-15〜-5%)
38070,フィスコ,情報･通信業,86.0,-0.5904761904761905,-0.0337078651685393,11784100.0,押し目ゾーン(-15〜-5%)
38400,パス,情報･通信業,56.0,-0.5172413793103448,-0.08196721311475408,6028300.0,押し目ゾーン(-15〜-5%)
38480,データ・アプリケーション,情報･通信業,824.0,-0.25429864253393664,0.0,492300.0,押し目ゾーン(-15〜-5%)
38540,アイル,情報･通信業,2198.0,-0.2733884297520661,-0.10577705451586661,132733100.0,押し目ゾーン(-15〜-5%)
38580,ユビキタスＡＩ,情報･通信業,294.0,-0.415506958250497,-0.010101010101010055,3468100.0,押し目ゾーン(-15〜-5%)
38920,岡山製紙,パルプ・紙,1602.0,-0.1969924812030075,-0.04982206405693945,1446600.0,押し目ゾーン(-15〜-5%)
39110,Ａｉｍｉｎｇ,情報･通信業,175.0,-0.4299674267100977,-0.15048543689320393,75214300.0,押し目ゾーン(-15〜-5%)
39140,ＪＩＧ−ＳＡＷ,情報･通信業,2280.0,-0.43842364532019706,-0.03959561920808763,80642600.0,押し目ゾーン(-15〜-5%)
39220,ＰＲ　ＴＩＭＥＳ,情報･通信業,2045.0,-0.38772455089820357,-0.15565648224607764,68687300.0,押し目ゾーン(-15〜-5%)
40050,住友化学,化学,489.4,-0.21520205259781922,-0.08659947741694662,15069198910.0,押し目ゾーン(-15〜-5%)
40570,インターファクトリー,情報･通信業,351.0,-0.33396584440227706,-0.0539083557951483,457600.0,押し目ゾーン(-15〜-5%)
40630,信越化学工業,化学,6163.0,-0.21047911862669744,-0.13900530874545958,54284623200.0,押し目ゾーン(-15〜-5%)
40710,プラスアルファ・コンサルティング,情報･通信業,2253.0,-0.24192462987886942,-0.23315180394826418,452937100.0,押し目ゾーン(-15〜-5%)
40980,チタン工業,化学,1057.0,-0.2608391608391608,0.010516252390057268,4148700.0,押し目ゾーン(-15〜-5%)
41120,保土谷化学工業,化学,2128.0,-0.18467432950191576,0.04058679706601476,113496500.0,押し目ゾーン(-15〜-5%)
415A0,ＧＭＯ　ＴＥＣＨホールディングス,サービス業,4795.0,-0.16024518388791598,0.002089864158829613,961500.0,押し目ゾーン(-15〜-5%)
41780,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,情報･通信業,496.0,-0.40312876052948254,-0.04061895551257255,148800.0,押し目ゾーン(-15〜-5%)
41980,テンダ,情報･通信業,491.0,-0.3199445983379502,-0.014056224899598346,5469900.0,押し目ゾーン(-15〜-5%)
42160,旭有機材,化学,6230.0,-0.20737913486005088,-0.08112094395280234,536378000.0,押し目ゾーン(-15〜-5%)
424A0,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ゴールド　ＥＴＦ（為替ヘッジあり）,その他,318.6,-0.2739288969917958,0.006635071090047573,23389997.0,押し目ゾーン(-15〜-5%)
425A0,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ゴールド　ＥＴＦ,その他,351.6,-0.23197903014416776,-0.015677491601343685,115218247.0,押し目ゾーン(-15〜-5%)
42600,ハイブリッドテクノロジーズ,情報･通信業,212.0,-0.5137614678899083,-0.11297071129707115,1571500.0,押し目ゾーン(-15〜-5%)
42700,ＢｅｅＸ,情報･通信業,1831.0,-0.2844861273935131,-0.027615507169410525,1287300.0,押し目ゾーン(-15〜-5%)
43340,ユークス,情報･通信業,378.0,-0.20253164556962022,0.005319148936170137,3332100.0,押し目ゾーン(-15〜-5%)
43450,シーティーエス,サービス業,812.0,-0.26181818181818184,-0.06987399770904923,159487000.0,押し目ゾーン(-15〜-5%)
43470,ブロードメディア,サービス業,1634.0,-0.33142389525368243,-0.07159090909090904,14315200.0,押し目ゾーン(-15〜-5%)
43740,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,情報･通信業,2329.0,-0.3345714285714285,-0.02998750520616411,15740100.0,押し目ゾーン(-15〜-5%)
43760,くふうカンパニーホールディングス,情報･通信業,157.0,-0.21499999999999997,0.0064102564102563875,804100.0,押し目ゾーン(-15〜-5%)
43820,ＨＥＲＯＺ,情報･通信業,713.0,-0.4282277465918204,-0.008344923504867818,26882200.0,押し目ゾーン(-15〜-5%)
43870,ＺＵＵ,情報･通信業,479.0,-0.34652114597544337,0.03455723542116629,771900.0,押し目ゾーン(-15〜-5%)
43880,エーアイ,情報･通信業,364.0,-0.3476702508960573,-0.010869565217391353,1197200.0,押し目ゾーン(-15〜-5%)
44290,リックソフト,情報･通信業,697.0,-0.42205638474295193,-0.015536723163841804,488100.0,押し目ゾーン(-15〜-5%)
44300,東海ソフト,情報･通信業,1621.0,-0.1895,-0.036838978015448554,6464100.0,押し目ゾーン(-15〜-5%)
44370,ｇｏｏｄｄａｙｓホールディングス,情報･通信業,795.0,-0.3369474562135113,-0.028117359413202925,5876800.0,押し目ゾーン(-15〜-5%)
447A0,ステート・ストリート・グローバル・アドバイザーズ株式会社　ステート・ストリート・スパイダー　ゴールド　ＥＴＦ（為替ヘッジなし）,その他,262.1,-0.23115283074215298,-0.029259259259259207,29970865.0,押し目ゾーン(-15〜-5%)
44860,ユナイトアンドグロウ,情報･通信業,631.0,-0.1826424870466321,0.0031796502384737746,2028600.0,押し目ゾーン(-15〜-5%)
44870,スペースマーケット,情報･通信業,225.0,-0.48275862068965514,0.027397260273972712,334100.0,押し目ゾーン(-15〜-5%)
448A0,ステート・ストリート・グローバル・アドバイザーズ株式会社　ステート・ストリート・スパイダー　ゴールド　ＥＴＦ（為替ヘッジあり）,その他,250.7,-0.26802919708029205,0.008853118712273567,2581155.0,押し目ゾーン(-15〜-5%)
44940,,,680.0,-0.26803013993541447,0.02874432677760974,11275200.0,押し目ゾーン(-15〜-5%)
45030,アステラス製薬,医薬品,2159.0,-0.18758231420507998,-0.00712807541963667,11607176550.0,押し目ゾーン(-15〜-5%)
45070,塩野義製薬,医薬品,2758.0,-0.24727074235807855,-0.051907872121003784,8701164550.0,押し目ゾーン(-15〜-5%)
45160,日本新薬,医薬品,3473.0,-0.42547559966914805,-0.15724338752729916,1222405600.0,押し目ゾーン(-15〜-5%)
45190,中外製薬,医薬品,6688.0,-0.3603060736489718,-0.12230971128608925,18539549600.0,押し目ゾーン(-15〜-5%)
45210,科研製薬,医薬品,3765.0,-0.15107102593010147,0.0,698775500.0,押し目ゾーン(-15〜-5%)
45310,有機合成薬品工業,化学,346.0,-0.3854351687388987,-0.04683195592286504,21160500.0,押し目ゾーン(-15〜-5%)
45540,富士製薬工業,医薬品,1819.0,-0.279889152810768,-0.047145102147721274,162060400.0,押し目ゾーン(-15〜-5%)
